order_number,source_platform,status,order_date,total_amount,customer,tracking_number
16-13574-94997,SHIPSTATION,SHIPPED,2025-09-15 13:58:50+00:00,29.26,<app.models.models.Customer object at 0x7f572cd58750>,9400150105501163429530
15-13559-35194,SHIPSTATION,SHIPPED,2025-09-11 09:23:54+00:00,230.31,<app.models.models.Customer object at 0x7f572cd24c50>,9434650206217083728188
27-13542-76578,SHIPSTATION,SHIPPED,2025-09-11 06:30:33+00:00,33.68,<app.models.models.Customer object at 0x7f574572e850>,9400150206217277037025
200013876768874,WALMART,SHIPPED,2025-09-07 20:46:22.093000+00:00,165.62,<app.models.models.Customer object at 0x7f572cdad450>,9400150105501158408762
200013492370900,WALMART,SHIPPED,2025-09-07 23:22:54.298000+00:00,6.32,<app.models.models.Customer object at 0x7f574572f050>,9400150105501148513032
12-13556-26137,SHIPSTATION,SHIPPED,2025-09-09 12:49:42+00:00,241.11,<app.models.models.Customer object at 0x7f572cdac950>,9434650105501047092470
10-13566-81719,SHIPSTATION,SHIPPED,2025-09-11 12:07:06+00:00,111.56,<app.models.models.Customer object at 0x7f572cd11550>,9434650105501048032741
21-13567-75904,SHIPSTATION,SHIPPED,2025-09-15 13:09:27+00:00,83.57,<app.models.models.Customer object at 0x7f572cd58650>,9400150206217283449423
200013401014473,SHIPSTATION,AWAITING_SHIPMENT,2025-09-11 09:29:29.550000+00:00,215.00,<app.models.models.Customer object at 0x7f572cd37b50>,None
22-13543-30700,SHIPSTATION,SHIPPED,2025-09-09 16:41:06+00:00,16.06,<app.models.models.Customer object at 0x7f572cd26150>,9400150105501154263945
200013848904712,SHIPSTATION,AWAITING_SHIPMENT,2025-09-15 14:38:53.663000+00:00,134.89,<app.models.models.Customer object at 0x7f572cd59c50>,None
200013729915930,SHIPSTATION,SHIPPED,2025-09-10 08:55:05.893000+00:00,179.99,<app.models.models.Customer object at 0x7f572cd36650>,393120918350
13-13578-96305,SHIPSTATION,SHIPPED,2025-09-15 12:37:51+00:00,289.17,<app.models.models.Customer object at 0x7f572cdd7050>,9434650206217085470665
01-13579-98366,SHIPSTATION,SHIPPED,2025-09-11 14:17:04+00:00,16.95,<app.models.models.Customer object at 0x7f57450f3250>,9434650105501047943567
200013594343875,SHIPSTATION,SHIPPED,2025-09-08 18:51:10.360000+00:00,184.37,<app.models.models.Customer object at 0x7f572cd24150>,393119613058
23-13545-70175,SHIPSTATION,CANCELLED,2025-09-10 13:55:57+00:00,21.25,<app.models.models.Customer object at 0x7f572cd13e50>,None
06-13545-10673,SHIPSTATION,SHIPPED,2025-09-04 21:48:40+00:00,54.27,<app.models.models.Customer object at 0x7f572cd27b50>,9434650105501044513107
200013577986802,SHIPSTATION,AWAITING_SHIPMENT,2025-09-10 06:53:29.393000+00:00,177.18,<app.models.models.Customer object at 0x7f572cdbeb50>,None
200013489619335,SHIPSTATION,SHIPPED,2025-09-04 21:26:02.237000+00:00,182.99,<app.models.models.Customer object at 0x7f572cd10d50>,393073521930
200013371655299,SHIPSTATION,SHIPPED,2025-09-04 23:46:26.960000+00:00,128.00,<app.models.models.Customer object at 0x7f572cd11350>,393033943119
03-13576-56697,SHIPSTATION,SHIPPED,2025-09-11 13:28:12+00:00,41.53,<app.models.models.Customer object at 0x7f572cd48450>,9400150206217277038756
27-13517-10555,SHIPSTATION,SHIPPED,2025-09-05 01:52:18+00:00,149.00,<app.models.models.Customer object at 0x7f572cd27d50>,9434650206217081502520
200013470765306,SHIPSTATION,AWAITING_SHIPMENT,2025-09-05 03:03:54.997000+00:00,148.59,<app.models.models.Customer object at 0x7f572cd11450>,None
02-13550-58960,SHIPSTATION,SHIPPED,2025-09-04 22:43:37+00:00,323.52,<app.models.models.Customer object at 0x7f572cd27c50>,9434650105501044775833
200013816910319,SHIPSTATION,SHIPPED,2025-09-11 18:42:10.600000+00:00,262.99,<app.models.models.Customer object at 0x7f572cd49e50>,393144492113
14-13566-74361,SHIPSTATION,SHIPPED,2025-09-12 21:08:15+00:00,19.96,<app.models.models.Customer object at 0x7f572cdd5f50>,9400150105501158125614
26-13561-35926,SHIPSTATION,SHIPPED,2025-09-15 13:41:38+00:00,42.12,<app.models.models.Customer object at 0x7f572cd58f50>,9400150105501163720187
200013698696742,SHIPSTATION,AWAITING_SHIPMENT,2025-09-05 10:35:04.920000+00:00,195.01,<app.models.models.Customer object at 0x7f572cd12350>,None
21-13511-89873,SHIPSTATION,SHIPPED,2025-09-02 03:25:57+00:00,5.29,<app.models.models.Customer object at 0x7f5745bd3a50>,9400150206217259779783
112-0098962-8088227,SHIPSTATION,SHIPPED,2025-09-02 03:45:44+00:00,34.94,<app.models.models.Customer object at 0x7f5745bd1c50>,9334620785970234075345
22-13511-07878,SHIPSTATION,SHIPPED,2025-09-02 05:11:16+00:00,20.49,<app.models.models.Customer object at 0x7f5746240450>,9400150206217260221158
07-13559-21709,SHIPSTATION,SHIPPED,2025-09-08 16:23:44+00:00,16.08,<app.models.models.Customer object at 0x7f574572ce50>,9400150206217272465328
27-13560-16735,SHIPSTATION,SHIPPED,2025-09-15 13:30:27+00:00,231.11,<app.models.models.Customer object at 0x7f572cdd7650>,9434650206217085470658
10-13564-30970,SHIPSTATION,SHIPPED,2025-09-10 21:01:48+00:00,30.30,<app.models.models.Customer object at 0x7f572cd24750>,9400150206217275875063
200013503744920,SHIPSTATION,SHIPPED,2025-09-02 06:21:25.437000+00:00,319.94,<app.models.models.Customer object at 0x7f574572e350>,None
200013646005195,SHIPSTATION,AWAITING_SHIPMENT,2025-09-05 13:55:43.973000+00:00,278.00,<app.models.models.Customer object at 0x7f572cdbcb50>,None
200013377769524,SHIPSTATION,SHIPPED,2025-09-10 10:12:23.700000+00:00,305.97,<app.models.models.Customer object at 0x7f572cd37050>,9434650105501048957099
16-13591-33979,SHIPSTATION,SHIPPED,2025-09-19 14:14:51+00:00,20.80,<app.models.models.Customer object at 0x7f572cd5b550>,9400150105501170911493
08-13557-21669,SHIPSTATION,SHIPPED,2025-09-08 13:53:36+00:00,19.25,<app.models.models.Customer object at 0x7f572cd26850>,9434650105501046106093
200013482535931,SHIPSTATION,SHIPPED,2025-09-12 20:52:53.150000+00:00,2.00,<app.models.models.Customer object at 0x7f572cdd6250>,9400150206217277708222
200013706007233,SHIPSTATION,SHIPPED,2025-09-18 09:01:50.227000+00:00,195.00,<app.models.models.Customer object at 0x7f572cde4450>,None
200013341168149,SHIPSTATION,SHIPPED,2025-09-02 07:35:50.873000+00:00,156.63,<app.models.models.Customer object at 0x7f574572fc50>,None
200013696433012,SHIPSTATION,SHIPPED,2025-09-17 12:50:55.657000+00:00,0.78,<app.models.models.Customer object at 0x7f572cd5b150>,9400150105501166370150
200013683940368,SHIPSTATION,AWAITING_SHIPMENT,2025-09-05 16:43:56.407000+00:00,136.96,<app.models.models.Customer object at 0x7f572cd12d50>,None
18-13518-05459,SHIPSTATION,SHIPPED,2025-09-02 10:59:35+00:00,38.45,<app.models.models.Customer object at 0x7f572cdac750>,9400150105501142097835
200013875830299,WALMART,AWAITING_SHIPMENT,2025-09-07 19:16:31.204000+00:00,163.04,<app.models.models.Customer object at 0x7f574572d550>,None
15-13598-13271,SHIPSTATION,SHIPPED,2025-09-21 06:54:21+00:00,163.42,<app.models.models.Customer object at 0x7f572cd58250>,9434650105501052096500
200013785729625,SHIPSTATION,SHIPPED,2025-09-08 11:35:01.667000+00:00,147.89,<app.models.models.Customer object at 0x7f572cdae350>,9434650105501047551021
200013603778271,SHIPSTATION,SHIPPED,2025-09-02 13:59:23.840000+00:00,128.67,<app.models.models.Customer object at 0x7f57450f1a50>,None
24-13525-80254,SHIPSTATION,SHIPPED,2025-09-02 15:47:44+00:00,139.52,<app.models.models.Customer object at 0x7f574572dd50>,9434650206217078458014
09-13531-08472,SHIPSTATION,SHIPPED,2025-09-02 15:04:16+00:00,252.70,<app.models.models.Customer object at 0x7f574572f450>,9434650206217078517353
18-13518-51317,SHIPSTATION,SHIPPED,2025-09-02 12:36:17+00:00,208.98,<app.models.models.Customer object at 0x7f572cdac850>,9434650206217079485392
03-13584-04772,SHIPSTATION,SHIPPED,2025-09-13 14:06:02+00:00,220.93,<app.models.models.Customer object at 0x7f572cd49d50>,9434650206217084306576
06-13567-95298,SHIPSTATION,SHIPPED,2025-09-10 09:51:44+00:00,65.85,<app.models.models.Customer object at 0x7f572cd24e50>,9400150206217275431269
200013405891020,SHIPSTATION,SHIPPED,2025-09-11 12:16:06.303000+00:00,160.28,<app.models.models.Customer object at 0x7f57450f1550>,393262737392
200013618807428,SHIPSTATION,SHIPPED,2025-09-02 16:37:03.537000+00:00,5.87,<app.models.models.Customer object at 0x7f57450f3350>,9400150105501142093455
04-13538-29338,SHIPSTATION,SHIPPED,2025-09-02 16:46:45+00:00,41.49,<app.models.models.Customer object at 0x7f572cdad050>,9400150206217262005114
200013518466240,SHIPSTATION,SHIPPED,2025-09-02 17:12:18.693000+00:00,156.19,<app.models.models.Customer object at 0x7f57450f0f50>,392929918455
200013854998672,SHIPSTATION,AWAITING_SHIPMENT,2025-09-08 11:08:14.820000+00:00,145.13,<app.models.models.Customer object at 0x7f574572d650>,None
200013558622597,SHIPSTATION,AWAITING_SHIPMENT,2025-09-09 16:01:28.153000+00:00,140.97,<app.models.models.Customer object at 0x7f574572d150>,None
20-13557-01289,SHIPSTATION,SHIPPED,2025-09-12 11:01:56+00:00,93.04,<app.models.models.Customer object at 0x7f572cd48250>,9400150105501161228340
18-13552-82212,SHIPSTATION,SHIPPED,2025-09-10 16:03:12+00:00,299.87,<app.models.models.Customer object at 0x7f572cd36450>,797631226389
04-13538-76637,SHIPSTATION,SHIPPED,2025-09-02 19:18:51+00:00,46.30,<app.models.models.Customer object at 0x7f574572c650>,9400150105501142010933
10-13530-24566,SHIPSTATION,SHIPPED,2025-09-02 17:40:15+00:00,17.27,<app.models.models.Customer object at 0x7f574572d350>,9434650206217078432458
200013928070063,SHIPSTATION,SHIPPED,2025-09-02 17:15:54.520000+00:00,244.99,<app.models.models.Customer object at 0x7f572cdae450>,392928850687
14-13579-71176,SHIPSTATION,SHIPPED,2025-09-16 03:55:33+00:00,58.89,<app.models.models.Customer object at 0x7f572cd11050>,9400150105501163362783
16-13564-06510,SHIPSTATION,SHIPPED,2025-09-12 21:47:50+00:00,170.22,<app.models.models.Customer object at 0x7f572cd49650>,9434650206217084850734
200013681357413,SHIPSTATION,SHIPPED,2025-09-02 19:33:47.980000+00:00,145.13,<app.models.models.Customer object at 0x7f57450f2550>,None
200013786162550,SHIPSTATION,SHIPPED,2025-09-02 19:54:09.873000+00:00,172.78,<app.models.models.Customer object at 0x7f57450f0350>,None
27-13507-88211,SHIPSTATION,SHIPPED,2025-09-02 19:20:36+00:00,41.33,<app.models.models.Customer object at 0x7f572cdad950>,9400150206217261005795
20-13517-46839,SHIPSTATION,SHIPPED,2025-09-02 22:03:11+00:00,328.55,<app.models.models.Customer object at 0x7f574572c450>,392799910499
200013669660457,SHIPSTATION,SHIPPED,2025-09-02 23:35:35.023000+00:00,145.10,<app.models.models.Customer object at 0x7f57450f2250>,None
200013747705366,SHIPSTATION,SHIPPED,2025-09-10 22:45:20.337000+00:00,303.00,<app.models.models.Customer object at 0x7f572cd26d50>,None
200013768552140,SHIPSTATION,SHIPPED,2025-09-03 02:35:52.450000+00:00,256.80,<app.models.models.Customer object at 0x7f57450f3e50>,None
200013849642866,SHIPSTATION,SHIPPED,2025-09-03 02:42:49.947000+00:00,252.99,<app.models.models.Customer object at 0x7f57450f3850>,None
200013670708089,SHIPSTATION,SHIPPED,2025-09-03 05:36:58.523000+00:00,149.46,<app.models.models.Customer object at 0x7f57450f3550>,None
200013524769993,SHIPSTATION,SHIPPED,2025-09-03 07:06:08.747000+00:00,0.00,<app.models.models.Customer object at 0x7f57450f1d50>,9400150105501142135452
15-13524-82998,SHIPSTATION,SHIPPED,2025-09-03 03:48:13+00:00,33.87,<app.models.models.Customer object at 0x7f574572db50>,9434650105501043997502
200013465917371,SHIPSTATION,SHIPPED,2025-09-02 23:03:21.110000+00:00,139.90,<app.models.models.Customer object at 0x7f57450f3b50>,392872328490
200013453937325,SHIPSTATION,SHIPPED,2025-09-03 07:36:58.797000+00:00,319.94,<app.models.models.Customer object at 0x7f572cdaeb50>,None
25-13521-70394,SHIPSTATION,SHIPPED,2025-09-05 11:43:08+00:00,613.40,<app.models.models.Customer object at 0x7f572cd34350>,392998888301
06-13538-47377,SHIPSTATION,SHIPPED,2025-09-03 09:21:51+00:00,18.65,<app.models.models.Customer object at 0x7f572cdade50>,9434650206217079485422
20-13519-49326,SHIPSTATION,SHIPPED,2025-09-03 10:03:48+00:00,20.96,<app.models.models.Customer object at 0x7f572cdadf50>,9400150105501144954112
08-13535-26373,SHIPSTATION,SHIPPED,2025-09-03 09:01:00+00:00,363.22,<app.models.models.Customer object at 0x7f572cdad550>,9434650105501043997465
27-13509-77180,SHIPSTATION,SHIPPED,2025-09-03 08:06:25+00:00,157.56,<app.models.models.Customer object at 0x7f574572e250>,9434650105501044068355
200013552758835,SHIPSTATION,SHIPPED,2025-09-03 10:21:32.527000+00:00,209.25,<app.models.models.Customer object at 0x7f57450f0950>,None
200013715589088,SHIPSTATION,SHIPPED,2025-09-03 11:31:23.477000+00:00,125.20,<app.models.models.Customer object at 0x7f57450f0250>,None
200013469104657,SHIPSTATION,SHIPPED,2025-09-03 11:47:48.220000+00:00,162.11,<app.models.models.Customer object at 0x7f57450f1750>,None
200013494479428,SHIPSTATION,SHIPPED,2025-09-03 12:12:56.580000+00:00,216.43,<app.models.models.Customer object at 0x7f572cdaed50>,None
200013775977040,SHIPSTATION,SHIPPED,2025-09-03 12:36:42.947000+00:00,223.50,<app.models.models.Customer object at 0x7f57450f2050>,None
12-13531-03845,SHIPSTATION,SHIPPED,2025-09-03 12:05:12+00:00,58.25,<app.models.models.Customer object at 0x7f572cdbe350>,9400150206217264048881
15-13526-40227,SHIPSTATION,SHIPPED,2025-09-03 10:45:38+00:00,16.44,<app.models.models.Customer object at 0x7f574572e650>,9434650206217079485347
25-13543-64488,SHIPSTATION,SHIPPED,2025-09-10 17:17:55+00:00,41.14,<app.models.models.Customer object at 0x7f572cdacd50>,9400150105501154976326
17-13524-46189,SHIPSTATION,CANCELLED,2025-09-03 13:39:35+00:00,104.94,<app.models.models.Customer object at 0x7f572cdbe450>,None
200013582249820,SHIPSTATION,SHIPPED,2025-09-03 14:06:58.597000+00:00,128.00,<app.models.models.Customer object at 0x7f572cdaef50>,None
200013572850776,SHIPSTATION,SHIPPED,2025-09-03 14:08:47.420000+00:00,117.25,<app.models.models.Customer object at 0x7f572cdaf050>,None
200013704797594,SHIPSTATION,SHIPPED,2025-09-03 14:35:45.247000+00:00,120.13,<app.models.models.Customer object at 0x7f572cdaf150>,None
200013535992472,SHIPSTATION,SHIPPED,2025-09-03 14:35:56.720000+00:00,216.43,<app.models.models.Customer object at 0x7f57450f3050>,None
200013287823145,SHIPSTATION,CANCELLED,2025-09-03 14:41:56.603000+00:00,0.00,<app.models.models.Customer object at 0x7f572cdaf250>,None
09-13535-48496,SHIPSTATION,SHIPPED,2025-09-03 15:08:47+00:00,15.80,<app.models.models.Customer object at 0x7f572cd25550>,9400150105501144954020
16-13587-38297,SHIPSTATION,AWAITING_SHIPMENT,2025-09-18 13:46:26+00:00,120.02,<app.models.models.Customer object at 0x7f572cd68750>,None
200013764131283,SHIPSTATION,SHIPPED,2025-09-03 15:35:50.473000+00:00,200.00,<app.models.models.Customer object at 0x7f572cdaf450>,None
200013439523097,SHIPSTATION,SHIPPED,2025-09-14 20:57:02.930000+00:00,165.00,<app.models.models.Customer object at 0x7f572cd59e50>,9434650105501048550917
200013520793678,SHIPSTATION,SHIPPED,2025-09-03 17:06:53.213000+00:00,125.86,<app.models.models.Customer object at 0x7f57450f1650>,None
200013568084164,SHIPSTATION,SHIPPED,2025-09-03 17:15:27.070000+00:00,128.00,<app.models.models.Customer object at 0x7f57450f2850>,None
200013496545002,SHIPSTATION,SHIPPED,2025-09-03 17:31:24.613000+00:00,119.90,<app.models.models.Customer object at 0x7f57450f2350>,None
200013506346339,SHIPSTATION,SHIPPED,2025-09-03 18:08:15.120000+00:00,128.40,<app.models.models.Customer object at 0x7f57450f0650>,None
06-13540-13222,SHIPSTATION,SHIPPED,2025-09-03 16:32:14+00:00,21.16,<app.models.models.Customer object at 0x7f572cdbe550>,9400150206217264048775
200013685623839,SHIPSTATION,SHIPPED,2025-09-11 06:58:47.387000+00:00,158.04,<app.models.models.Customer object at 0x7f572cd48550>,393158087061
200013683943806,SHIPSTATION,AWAITING_SHIPMENT,2025-09-08 08:41:10.867000+00:00,262.99,<app.models.models.Customer object at 0x7f572cdaec50>,None
23-13545-75197,SHIPSTATION,SHIPPED,2025-09-10 14:12:22+00:00,50.25,<app.models.models.Customer object at 0x7f572cdbd950>,9434650105501047139205
03-13566-12205,SHIPSTATION,SHIPPED,2025-09-09 03:52:48+00:00,21.07,<app.models.models.Customer object at 0x7f57461c7050>,9400150105501153728209
02-13605-59842,SHIPSTATION,SHIPPED,2025-09-18 09:15:20+00:00,18.21,<app.models.models.Customer object at 0x7f572cd37a50>,9400150105501167703520
15-13538-57179,SHIPSTATION,SHIPPED,2025-09-06 11:11:09+00:00,300.84,<app.models.models.Customer object at 0x7f572cd35050>,9434650105501045942586
200013548464083,SHIPSTATION,SHIPPED,2025-09-10 18:22:11.440000+00:00,9.99,<app.models.models.Customer object at 0x7f572cd49b50>,9400150105501154932063
200013656300286,WALMART,SHIPPED,2025-09-16 23:26:34.314000+00:00,10.69,<app.models.models.Customer object at 0x7f572cd4ac50>,9400150206217284510009
200013438164308,SHIPSTATION,AWAITING_SHIPMENT,2025-09-07 17:19:04.490000+00:00,234.99,<app.models.models.Customer object at 0x7f572cdbee50>,None
01-13566-34021,SHIPSTATION,SHIPPED,2025-09-08 10:25:26+00:00,272.69,<app.models.models.Customer object at 0x7f572cd26450>,9434650206217082125797
14-13593-26610,SHIPSTATION,SHIPPED,2025-09-19 10:13:08+00:00,127.21,<app.models.models.Customer object at 0x7f572cd5ba50>,9434650206217086998472
200013564193328,WALMART,SHIPPED,2025-09-12 23:39:08.620000+00:00,176.51,<app.models.models.Customer object at 0x7f572cd4a550>,393230050888
27-13548-38570,SHIPSTATION,SHIPPED,2025-09-12 14:13:18+00:00,217.99,<app.models.models.Customer object at 0x7f572cdd5150>,9434650105501049175676
22-13547-48778,SHIPSTATION,SHIPPED,2025-09-10 16:55:51+00:00,195.63,<app.models.models.Customer object at 0x7f574572d450>,9434650206217085840178
200013639506931,SHIPSTATION,SHIPPED,2025-09-08 09:42:01.863000+00:00,5.87,<app.models.models.Customer object at 0x7f572cdafa50>,9400150105501150616578
19-13523-13987,SHIPSTATION,SHIPPED,2025-09-03 21:12:59+00:00,230.52,<app.models.models.Customer object at 0x7f572cd26e50>,9434650206217083322904
01-13589-80235,SHIPSTATION,SHIPPED,2025-09-14 09:07:10+00:00,184.74,<app.models.models.Customer object at 0x7f572cdbda50>,9434650206217084850710
200013644102123,SHIPSTATION,AWAITING_SHIPMENT,2025-09-12 14:58:22.050000+00:00,199.90,<app.models.models.Customer object at 0x7f572cdd5050>,None
200013593049810,SHIPSTATION,AWAITING_SHIPMENT,2025-09-12 04:38:44.743000+00:00,162.59,<app.models.models.Customer object at 0x7f572cd25d50>,None
02-13546-36150,SHIPSTATION,SHIPPED,2025-09-03 21:54:51+00:00,131.89,<app.models.models.Customer object at 0x7f572cd26f50>,9434650206217079485477
200013529798364,SHIPSTATION,SHIPPED,2025-09-03 18:30:33.913000+00:00,226.64,<app.models.models.Customer object at 0x7f57450f3450>,9434650206217079559024
09-13559-47380,SHIPSTATION,SHIPPED,2025-09-09 10:36:36+00:00,344.20,<app.models.models.Customer object at 0x7f572cd25e50>,9434650105501047092050
200013729019780,SHIPSTATION,SHIPPED,2025-09-13 14:57:09.657000+00:00,203.99,<app.models.models.Customer object at 0x7f572cd4ae50>,9434650105501049099880
200013559147418,SHIPSTATION,SHIPPED,2025-09-04 01:31:51.390000+00:00,122.82,<app.models.models.Customer object at 0x7f572cdaf650>,None
200013595074018,SHIPSTATION,SHIPPED,2025-09-04 03:09:04.550000+00:00,128.00,<app.models.models.Customer object at 0x7f57450f2c50>,None
200013654316156,SHIPSTATION,SHIPPED,2025-09-04 04:59:47.847000+00:00,125.86,<app.models.models.Customer object at 0x7f572cdaf750>,None
200013377767140,SHIPSTATION,SHIPPED,2025-09-04 05:35:27.693000+00:00,145.13,<app.models.models.Customer object at 0x7f57450f0450>,None
200013503661143,SHIPSTATION,SHIPPED,2025-09-04 05:48:29.500000+00:00,117.25,<app.models.models.Customer object at 0x7f57450f1350>,None
01-13548-40898,SHIPSTATION,SHIPPED,2025-09-04 02:24:26+00:00,32.37,<app.models.models.Customer object at 0x7f572cd27050>,9434650206217079485521
19-13588-39521,SHIPSTATION,SHIPPED,2025-09-19 22:29:50+00:00,20.73,<app.models.models.Customer object at 0x7f572cdbc250>,9400150206217290861225
200013717702728,SHIPSTATION,SHIPPED,2025-09-04 06:49:47.783000+00:00,497.67,<app.models.models.Customer object at 0x7f572cdaf850>,None
24-13532-47029,SHIPSTATION,CANCELLED,2025-09-04 07:32:56+00:00,107.21,<app.models.models.Customer object at 0x7f572cd27150>,None
200013490128122,SHIPSTATION,SHIPPED,2025-09-04 07:44:25.127000+00:00,256.00,<app.models.models.Customer object at 0x7f572cdaf950>,None
16-13461-08508,SHIPSTATION,SHIPPED,2025-09-04 08:51:11.853000+00:00,0.00,<app.models.models.Customer object at 0x7f57461c6750>,9400150206217263604316
26-13515-42638,SHIPSTATION,SHIPPED,2025-09-04 09:12:31+00:00,44.93,<app.models.models.Customer object at 0x7f57461c5d50>,9434650105501044519901
10-13568-31477,SHIPSTATION,SHIPPED,2025-09-11 21:21:06+00:00,199.45,<app.models.models.Customer object at 0x7f572cdd5250>,9434650105501047751056
18-13543-88411,SHIPSTATION,SHIPPED,2025-09-08 13:48:31+00:00,22.25,<app.models.models.Customer object at 0x7f572cd26250>,9434650105501046024946
05-13571-59415,SHIPSTATION,SHIPPED,2025-09-10 21:23:09+00:00,46.30,<app.models.models.Customer object at 0x7f572cd25150>,9400150206217275875070
09-13565-65971,SHIPSTATION,SHIPPED,2025-09-10 21:21:37+00:00,58.61,<app.models.models.Customer object at 0x7f572cdbdd50>,9400150206217274400570
200013638860480,SHIPSTATION,AWAITING_SHIPMENT,2025-09-10 11:31:33.373000+00:00,279.44,<app.models.models.Customer object at 0x7f572cdae850>,None
25-13551-42466,SHIPSTATION,AWAITING_SHIPMENT,2025-09-12 16:49:04+00:00,234.04,<app.models.models.Customer object at 0x7f572cd4a250>,None
200013849378140,SHIPSTATION,SHIPPED,2025-09-04 09:26:30.283000+00:00,279.44,<app.models.models.Customer object at 0x7f572cd10250>,None
12-13535-06885,SHIPSTATION,SHIPPED,2025-09-04 11:18:22+00:00,29.41,<app.models.models.Customer object at 0x7f574572f950>,9400150105501146512129
13-13533-34630,SHIPSTATION,SHIPPED,2025-09-04 09:31:24+00:00,5.02,<app.models.models.Customer object at 0x7f572cdac150>,9400150105501146540337
12-13534-60653,SHIPSTATION,SHIPPED,2025-09-04 09:34:40+00:00,854.86,<app.models.models.Customer object at 0x7f5746399850>,392921664396
09-13538-37813,SHIPSTATION,SHIPPED,2025-09-04 09:31:16+00:00,40.64,<app.models.models.Customer object at 0x7f572cdac050>,9400150206217266369212
200013643156160,SHIPSTATION,SHIPPED,2025-09-05 05:48:05.103000+00:00,160.28,<app.models.models.Customer object at 0x7f572cd11850>,393031492555
24-13588-61233,SHIPSTATION,SHIPPED,2025-09-17 22:48:50+00:00,75.55,<app.models.models.Customer object at 0x7f572cd68950>,9400150105501166369079
200013587902497,SHIPSTATION,SHIPPED,2025-09-05 06:53:09.807000+00:00,151.92,<app.models.models.Customer object at 0x7f572cdbc650>,393031515939
200013524004106,SHIPSTATION,CANCELLED,2025-09-05 05:39:11.023000+00:00,136.96,<app.models.models.Customer object at 0x7f572cd11750>,None
200013684275273,SHIPSTATION,SHIPPED,2025-09-05 06:48:10.830000+00:00,175.45,<app.models.models.Customer object at 0x7f572cd11a50>,393059799013
112-6996121-6089836,SHIPSTATION,SHIPPED,2025-09-05 06:26:58+00:00,156.96,<app.models.models.Customer object at 0x7f572cdbf650>,None
200013697892840,SHIPSTATION,SHIPPED,2025-09-05 07:03:43.260000+00:00,262.99,<app.models.models.Customer object at 0x7f572cd11c50>,None
26-13519-79001,SHIPSTATION,SHIPPED,2025-09-05 09:56:42+00:00,161.14,<app.models.models.Customer object at 0x7f572cd34250>,9434650105501045946348
200013513580257,SHIPSTATION,AWAITING_SHIPMENT,2025-09-05 07:22:58.803000+00:00,143.34,<app.models.models.Customer object at 0x7f572cd11d50>,None
200013499576122,SHIPSTATION,SHIPPED,2025-09-05 08:57:35.697000+00:00,167.45,<app.models.models.Customer object at 0x7f572cd12150>,9434650105501046798403
200013415435279,SHIPSTATION,SHIPPED,2025-09-05 07:40:33.467000+00:00,125.20,<app.models.models.Customer object at 0x7f572cd11e50>,393059776803
200013629621890,SHIPSTATION,AWAITING_SHIPMENT,2025-09-05 09:46:45.483000+00:00,123.00,<app.models.models.Customer object at 0x7f572cdbc850>,None
200013302305432,SHIPSTATION,AWAITING_SHIPMENT,2025-09-05 09:57:02.167000+00:00,136.96,<app.models.models.Customer object at 0x7f572cd12250>,None
200013720953838,SHIPSTATION,SHIPPED,2025-09-05 11:39:23.820000+00:00,299.90,<app.models.models.Customer object at 0x7f572cd12650>,9434650105501047474306
200013631920608,SHIPSTATION,SHIPPED,2025-09-05 11:12:07.047000+00:00,18.00,<app.models.models.Customer object at 0x7f572cd12550>,None
04-13586-72914,SHIPSTATION,SHIPPED,2025-09-14 15:12:43+00:00,16.99,<app.models.models.Customer object at 0x7f57450f2e50>,9434650105501048849141
200013664082944,SHIPSTATION,AWAITING_SHIPMENT,2025-09-05 11:51:11.547000+00:00,105.47,<app.models.models.Customer object at 0x7f572cd12750>,None
03-13551-52960,SHIPSTATION,SHIPPED,2025-09-05 13:07:20+00:00,1039.20,<app.models.models.Customer object at 0x7f572cdbf750>,392999071790
200013555449792,SHIPSTATION,AWAITING_SHIPMENT,2025-09-05 14:00:20.477000+00:00,149.46,<app.models.models.Customer object at 0x7f572cd12850>,None
09-13543-12871,SHIPSTATION,SHIPPED,2025-09-05 12:00:24+00:00,48.48,<app.models.models.Customer object at 0x7f572cd34450>,9434650206217080369650
200013446471057,SHIPSTATION,SHIPPED,2025-09-10 18:36:25.760000+00:00,178.11,<app.models.models.Customer object at 0x7f572cd48f50>,393226857436
200013509415881,SHIPSTATION,SHIPPED,2025-09-05 16:48:34.713000+00:00,128.00,<app.models.models.Customer object at 0x7f572cd12e50>,393059753938
200013556332789,SHIPSTATION,CANCELLED,2025-09-05 15:15:39.790000+00:00,0.00,<app.models.models.Customer object at 0x7f572cd10e50>,None
200013756513981,SHIPSTATION,AWAITING_SHIPMENT,2025-09-05 15:22:21.460000+00:00,194.43,<app.models.models.Customer object at 0x7f572cdbd150>,None
112-7673325-7793817,SHIPSTATION,SHIPPED,2025-09-13 17:54:43+00:00,301.98,<app.models.models.Customer object at 0x7f572cdd6450>,393235078713
114-4874670-6439460,SHIPSTATION,SHIPPED,2025-09-05 16:02:38+00:00,74.78,<app.models.models.Customer object at 0x7f572cd34750>,9334620785970235061521
06-13548-33805,SHIPSTATION,SHIPPED,2025-09-05 16:06:29+00:00,17.31,<app.models.models.Customer object at 0x7f572cd34850>,9434650105501044855252
200013576317158,SHIPSTATION,AWAITING_SHIPMENT,2025-09-05 19:22:10.570000+00:00,122.82,<app.models.models.Customer object at 0x7f572cd13050>,None
