Action,Category name,Item number,Title,Listing site,Currency,Start price,Buy It Now price,Available quantity,Relationship,Relationship details,Custom label (SKU),Cost,check
Revise,CPUs/Processors (164),157312924106.0,Intel Core i5-6TH GEN Quad-Core Processor 3.2 GHz 6MB LGA1151,US,USD,36.58,,8.0,,,IF_DC7D616D,,False
,,,,,,,,,,,IF_DD1CDD4E,56.0,False
,,,,,,189.25,,3.0,Variation,Processor=Intel Core i7|RAM Size=16 GB|SSD Capacity=250 GB|Accessories=Display Cable,IF_E0A12CA0,,False
,,,,,,,,,,,IF_E101A61E-2,55.4,False
,,,,,,195.25,,3.0,Variation,Processor=Intel Core i5|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=Display Cable,IF_E1E9C318,,False
,,,,,,,,,,,IF_E2ACBC17,31.5,False
,,,,,,173.0,,5.0,Variation,Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=500 GB|Accessories=NONE,IF_E3562A0F,,False
,,,,,,115.4,,4.0,Variation,Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=128 GB|Accessories=NONE,IF_E3B10D9A,46.5,False
,,,,,,195.25,,3.0,Variation,Processor=Intel Core i7|RAM Size=16 GB|SSD Capacity=500 GB|Accessories=NONE,IF_E43CE2CB,,False
,,,,,,164.25,,3.0,Variation,Processor=Intel Core i5|RAM Size=16 GB|SSD Capacity=500 GB|Accessories=NONE,IF_E680F698,,False
,,,,,,,,,,,IF_E68E487C,40.5,False
,,,,,,399.99,,0.0,Variation,RAM Size=32 GB|Hard Drive Capacity=1TB SSD|Operating System=Windows 10 Pro,IF_E771B3A5,,False
,,,,,,,,,,,IF_E8360279,55.4,False
,,,,,,310.25,,3.0,Variation,Processor=Intel Core i5|RAM Size=32 GB|SSD Capacity=2 TB|Accessories=NONE,IF_E85B0090,,False
,,,,,,,,,,,IF_ED5D6E1E-2,25.5,False
,,,,,,220.2,,5.0,Variation,Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=NONE,IF_ED963D54,,False
,,,,,,,,,,,IF_EE1C3267,66.0,False
,,,,,,144.25,,3.0,Variation,Processor=Intel Core i5|RAM Size=8 GB|SSD Capacity=250 GB|Accessories=NONE,IF_EF7171FD,,False
,,,,,,,,,,,IF_F38A983E,88.19,False
,,,,,,144.2,,5.0,Variation,Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=250 GB|Accessories=NONE,IF_F66C5CE9,,False
,,,,,,310.99,,0.0,Variation,RAM Size=32 GB|Hard Drive Capacity=512 GB|Operating System=Windows 10 Pro,IF_F96557E9,,False
,,,,,,208.2,,5.0,Variation,Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=500 GB|Accessories=NONE,IF_FD8AA980,,False
,,,,,,,,,,,IIQ-JA6U-3HP,76.5,False
,,,,,,,,,,,IQ6-1Q53-E28,40.19,False
,,,,,,,,,,,J8T-P82-FEB,74.5,False
,,,,,,,,,,,J8T-P82-FEB-10,93.5,False
,,,,,,,,,,,J8T-P82-FEB-11,106.5,False
,,,,,,,,,,,J8T-P82-FEB-12,116.5,False
,,,,,,,,,,,J8T-P82-FEB-13,116.5,False
,,,,,,,,,,,J8T-P82-FEB-14,0.0,False
,,,,,,,,,,,J8T-P82-FEB-16,98.5,False
,,,,,,,,,,,J8T-P82-FEB-18,109.5,False
,,,,,,,,,,,J8T-P82-FEB-19,122.5,False
,,,,,,,,,,,J8T-P82-FEB-2,62.5,False
,,,,,,,,,,,J8T-P82-FEB-20,119.5,False
,,,,,,,,,,,J8T-P82-FEB-22,139.5,False
,,,,,,,,,,,J8T-P82-FEB-23,152.5,False
,,,,,,,,,,,J8T-P82-FEB-24,0.0,False
,,,,,,,,,,,J8T-P82-FEB-32,82.5,False
,,,,,,,,,,,J8T-P82-FEB-34,89.5,False
,,,,,,,,,,,J8T-P82-FEB-35,99.5,False
,,,,,,,,,,,J8T-P82-FEB-39,137.5,False
,,,,,,,,,,,J8T-P82-FEB-40,0.0,False
,,,,,,,,,,,J8T-P82-FEB-42,0.0,False
,,,,,,,,,,,J8T-P82-FEB-44,119.5,False
,,,,,,,,,,,J8T-P82-FEB-46,139.5,False
,,,,,,,,,,,J8T-P82-FEB-47,152.5,False
,,,,,,,,,,,J8T-P82-FEB-8,0.0,False
,,,,,,,,,,,J8T-P82-FEB-9,95.5,False
,,,,,,,,,,,JDR-7JOH-8B2,72.19,False
,,,,,,,,,,,KAC-O3G-QIB,28.5,False
,,,,,,,,,,,KK9-1G74-P66,46.19,False
,,,,,,,,,,,MJ1-8O36-Y63,74.0,False
,,,,,,,,,,,MKG-G6D-WDH,45.5,False
,,,,,,,,,,,MLJ-G3P-BIQ,43.19,False
Revise,PC Desktops & All-In-Ones (179),157312859594.0,"DELL Desktop Computer PC i5,up to 32GB RAM,1TB m.2 SSD, Windows 10/11, WiFi",US,USD,,,,,Operating System=Windows 11 Pro;Windows 10 Pro|RAM Size=8 GB;16 GB;32 GB|SSD Capacity=128 GB;250 GB;500 GB;1 TB|Accessories=NONE,N5G-IF6-GXB,,False
Revise,PC Desktops & All-In-Ones (179),157323186459.0,Lenovo Tiny PC Mini Computer Intel core i7 i5 32GB Ram 2TB SSD Wi-Fi Windows 11,US,USD,,,,,Processor=Intel Core i5;Intel Core i7|RAM Size=8 GB;16 GB;32 GB|SSD Capacity=250 GB;500 GB;1 TB;2 TB|Accessories=NONE;Display Cable,N5G-IF6-GXB,,False
,,,,,,,,,,,OED-K9C-TPQ,60.5,False
,,,,,,,,,,,OJ2-BYXZ-E1K,63.19,False
Revise,PC Desktops & All-In-Ones (179),157275713968.0,Alacrity Upgraded 2D Industrial Barcode Scanner w/Wireless Charging Stand Orange,US,USD,48.5,,1.0,,,OUEG-Y8W8-5KCVZ,,False
,,,,,,,,,,,PRA-8AFS-BOZ,49.0,False
,,,,,,,,,,,PX5-9N96-F52,40.19,False
,,,,,,,,,,,PYH-63RF-GJT,55.19,False
,,,,,,,,,,,PYR5_In2_16_50_Wi2,34.5,False
,,,,,,,,,,,PYR5_In2_16_51_Wi2,59.5,False
,,,,,,,,,,,PYR5_In2_32_51_Wi2,75.5,False
,,,,,,,,,,,PYR5_In3_16_1 _Wi2,80.5,False
,,,,,,,,,,,PYR5_In3_16_1T_Wi2,45.5,False
,,,,,,,,,,,PYR5_In3_16_25_Wi2,45.5,False
,,,,,,,,,,,PYR5_In3_16_50_Wi2,34.5,False
,,,,,,,,,,,PYR5_In3_16_51_Wi,59.5,False
,,,,,,,,,,,PYR5_In3_16_51_Wi2,59.5,False
,,,,,,,,,,,PYR5_In3_32_1 _Wi,96.5,False
,,,,,,,,,,,PYR5_In3_32_1 _Wi2,95.5,False
,,,,,,,,,,,PYR5_In3_32_1T_Wi2,60.5,False
,,,,,,,,,,,PYR5_In3_32_51_Wi2,75.5,False
,,,,,,,,,,,PYR5_In3_8G_50_Wi2,25.5,False
,,,,,,,,,,,PYR5_In_8G_25_Wi,37.5,False
,,,,,,,,,,,PYR5_In_8G_4T_Wi2,8.5,False
,,,,,,,,,,,PYR5_In_8G_50_Wi,26.5,False
,,,,,,,,,,,PYR5_In_8G_50_Wi2,44.5,False
,,,,,,,,,,,QFW-XFAL-11R,50.19,False
,,,,,,,,,,,QMC-OQLT-WGJ,43.5,False
,,,,,,,,,,,QO3L-BEZ-19L07,69.5,False
,,,,,,140.0,,3.0,Variation,RAM Size=8 GB|SSD Capacity=128 GB|ACCESSORIES=Display Cable,QZX-5WR-THH-0,,False
,,,,,,135.0,,3.0,Variation,RAM Size=8 GB|SSD Capacity=128 GB|ACCESSORIES=None,QZX-5WR-THH-1,,False
,,,,,,175.0,,3.0,Variation,RAM Size=16 GB|SSD Capacity=128 GB|ACCESSORIES=Display Cable,QZX-5WR-THH-10,,False
,,,,,,170.0,,3.0,Variation,RAM Size=16 GB|SSD Capacity=128 GB|ACCESSORIES=None,QZX-5WR-THH-11,,False
,,,,,,190.0,,3.0,Variation,RAM Size=16 GB|SSD Capacity=256 GB|ACCESSORIES=Display Cable,QZX-5WR-THH-12,,False
,,,,,,185.0,,3.0,Variation,RAM Size=16 GB|SSD Capacity=256 GB|ACCESSORIES=None,QZX-5WR-THH-13,,False
,,,,,,230.0,,3.0,Variation,RAM Size=16 GB|SSD Capacity=512 GB|ACCESSORIES=Display Cable,QZX-5WR-THH-14,,False
,,,,,,225.0,,3.0,Variation,RAM Size=16 GB|SSD Capacity=512 GB|ACCESSORIES=None,QZX-5WR-THH-15,,False
,,,,,,270.0,,3.0,Variation,RAM Size=16 GB|SSD Capacity=1 TB|ACCESSORIES=Display Cable,QZX-5WR-THH-16,,False
,,,,,,265.0,,3.0,Variation,RAM Size=16 GB|SSD Capacity=1 TB|ACCESSORIES=None,QZX-5WR-THH-17,,False
,,,,,,299.0,,3.0,Variation,RAM Size=16 GB|SSD Capacity=2 TB|ACCESSORIES=Display Cable,QZX-5WR-THH-18,,False
,,,,,,295.0,,3.0,Variation,RAM Size=16 GB|SSD Capacity=2 TB|ACCESSORIES=None,QZX-5WR-THH-19,,False
,,,,,,160.0,,3.0,Variation,RAM Size=8 GB|SSD Capacity=256 GB|ACCESSORIES=Display Cable,QZX-5WR-THH-2,,False
,,,,,,210.0,,3.0,Variation,RAM Size=32 GB|SSD Capacity=128 GB|ACCESSORIES=Display Cable,QZX-5WR-THH-20,,False
,,,,,,205.0,,3.0,Variation,RAM Size=32 GB|SSD Capacity=128 GB|ACCESSORIES=None,QZX-5WR-THH-21,,False
,,,,,,230.0,,3.0,Variation,RAM Size=32 GB|SSD Capacity=256 GB|ACCESSORIES=Display Cable,QZX-5WR-THH-22,,False
,,,,,,225.0,,3.0,Variation,RAM Size=32 GB|SSD Capacity=256 GB|ACCESSORIES=None,QZX-5WR-THH-23,,False
,,,,,,270.0,,3.0,Variation,RAM Size=32 GB|SSD Capacity=512 GB|ACCESSORIES=Display Cable,QZX-5WR-THH-24,,False
,,,,,,265.0,,3.0,Variation,RAM Size=32 GB|SSD Capacity=512 GB|ACCESSORIES=None,QZX-5WR-THH-25,,False
,,,,,,310.0,,3.0,Variation,RAM Size=32 GB|SSD Capacity=1 TB|ACCESSORIES=Display Cable,QZX-5WR-THH-26,,False
,,,,,,305.0,,3.0,Variation,RAM Size=32 GB|SSD Capacity=1 TB|ACCESSORIES=None,QZX-5WR-THH-27,,False
,,,,,,360.0,,3.0,Variation,RAM Size=32 GB|SSD Capacity=2 TB|ACCESSORIES=Display Cable,QZX-5WR-THH-28,,False
,,,,,,355.0,,3.0,Variation,RAM Size=32 GB|SSD Capacity=2 TB|ACCESSORIES=None,QZX-5WR-THH-29,,False
,,,,,,155.0,,3.0,Variation,RAM Size=8 GB|SSD Capacity=256 GB|ACCESSORIES=None,QZX-5WR-THH-3,,False
,,,,,,190.0,,3.0,Variation,RAM Size=8 GB|SSD Capacity=512 GB|ACCESSORIES=Display Cable,QZX-5WR-THH-4,,False
,,,,,,185.0,,3.0,Variation,RAM Size=8 GB|SSD Capacity=512 GB|ACCESSORIES=None,QZX-5WR-THH-5,,False
,,,,,,225.0,,3.0,Variation,RAM Size=8 GB|SSD Capacity=1 TB|ACCESSORIES=Display Cable,QZX-5WR-THH-6,,False
,,,,,,220.0,,3.0,Variation,RAM Size=8 GB|SSD Capacity=1 TB|ACCESSORIES=None,QZX-5WR-THH-7,,False
,,,,,,280.0,,3.0,Variation,RAM Size=8 GB|SSD Capacity=2 TB|ACCESSORIES=Display Cable,QZX-5WR-THH-8,,False
,,,,,,270.0,,3.0,Variation,RAM Size=8 GB|SSD Capacity=2 TB|ACCESSORIES=None,QZX-5WR-THH-9,,False
,,,,,,,,,,,RJ8-8R48-R83,69.0,False
,,,,,,,,,,,RJA-FTRY-FM9,47.5,False
,,,,,,,,,,,RL9-3K84-S44,0.0,False
,,,,,,,,,,,RR8-6V13-E73,27.5,False
,,,,,,200.2,,5.0,Variation,RAM Size=16 GB|Storage=1TB SSD|Operating System=Windows 10 Pro,S3S-2DV-NPM,,False
,,,,,,,,,,,SLZ-ZQJ-RX9,58.0,False
,,,,,,,,,,,SNC-I2G-LMJ,74.0,False
,,,,,,168.2,,5.0,Variation,RAM Size=8 GB|Storage=1TB SSD|Operating System=Windows 11 Pro,T5Z-6IK-YH2,,False
,,,,,,,,,,,TBO-01K-J5N,40.19,False
,,,,,,208.2,,5.0,Variation,RAM Size=16 GB|Storage=1TB SSD|Operating System=Windows 11 Pro,TIY-RYB-8EC,,False
,,,,,,,,,,,U32-BPWB-NDD,72.19,False
,,,,,,,,,,,U8Q-7VNS-AWZP,8.5,False
,,,,,,,,,,,UP1-6M30-R29,0.0,False
,,,,,,,,,,,UZ3-4Z17-O26,46.19,False
,,,,,,,,,,,V6Q-QPN-KPN,28.5,False
,,,,,,,,,,,VT2-1V61-D55,66.5,False
,,,,,,,,,,,W71-I021-BM4J,55.4,False
,,,,,,,,,,,WA8-8Z18-P17,38.5,False
,,,,,,,,,,,WL7-PIN8-L3X,47.19,False
,,,,,,,,,,,WT3-3X23-W40,0.0,False
,,,,,,,,,,,XDB-KUC-RP8,29.0,False
,,,,,,,,,,,XKP-9TDM-GII,59.5,False
,,,,,,,,,,,ZT7-5OGD-AGX,56.19,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
,,,,,,,,,,,,,False
