#INFO,Version=1.0.0,Template= eBay-active-revise-price-quantity-download_US,,,,,,,,,
Action,Category name,Item number,Title,Listing site,Currency,Start price,Buy It Now price,Available quantity,Relationship,Relationship details,Custom label (SKU)
,,,,,,"170.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=128 GB|Accessories=RGB Keyboard & Mouse,IF_3D8DFD4B
,,,,,,"192.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=250 GB|Accessories=NONE,IF_0F8BDE53
,,,,,,"202.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=250 GB|Accessories=RGB Keyboard & Mouse,IF_876C4E10
,,,,,,"234.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=500 GB|Accessories=NONE,IF_FA231D2B
,,,,,,"244.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=500 GB|Accessories=RGB Keyboard & Mouse,IF_1A31D5F9
,,,,,,"275.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=NONE,IF_1DFB7649
,,,,,,"285.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=RGB Keyboard & Mouse,IF_0EE07D0C
,,,,,,"187.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=128 GB|Accessories=NONE,IF_F56FA9A9
,,,,,,"197.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=128 GB|Accessories=RGB Keyboard & Mouse,IF_39622742
,,,,,,"216.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=250 GB|Accessories=NONE,IF_A9393636
,,,,,,"226.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=250 GB|Accessories=RGB Keyboard & Mouse,IF_DAD8B0DD
,,,,,,"260.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=500 GB|Accessories=NONE,IF_763B954B
,,,,,,"270.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=500 GB|Accessories=RGB Keyboard & Mouse,IF_21EDD20C
,,,,,,"303.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=1 TB|Accessories=NONE,IF_D0C8631C
,,,,,,"313.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=1 TB|Accessories=RGB Keyboard & Mouse,IF_09BB4997
,,,,,,"128.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=128 GB|Accessories=NONE,IF_CF735A48
,,,,,,"138.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=128 GB|Accessories=RGB Keyboard & Mouse,IF_D646ABAC
,,,,,,"165.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=250 GB|Accessories=NONE,IF_C60238F9
,,,,,,"175.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=250 GB|Accessories=RGB Keyboard & Mouse,IF_A486D436
,,,,,,"207.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=500 GB|Accessories=NONE,IF_259008BF
,,,,,,"217.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=500 GB|Accessories=RGB Keyboard & Mouse,IF_5CB1758E
,,,,,,"250.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=NONE,IF_831EA48D
,,,,,,"260.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=RGB Keyboard & Mouse,IF_BA93A82F
,,,,,,"150.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=128 GB|Accessories=NONE,IF_15F83DC2
,,,,,,"160.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=128 GB|Accessories=RGB Keyboard & Mouse,IF_CF81E465
,,,,,,"180.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=250 GB|Accessories=NONE,IF_F711064B
,,,,,,"190.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=250 GB|Accessories=RGB Keyboard & Mouse,IF_9E261AC9
,,,,,,"223.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=500 GB|Accessories=NONE,IF_4A722809
,,,,,,"235.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=500 GB|Accessories=RGB Keyboard & Mouse,IF_9B2B1DA3
,,,,,,"267.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=NONE,IF_C18E8812
,,,,,,"277.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=RGB Keyboard & Mouse,IF_083EAB54
,,,,,,"175.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=128 GB|Accessories=NONE,IF_4093E986
,,,,,,"186.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=128 GB|Accessories=RGB Keyboard & Mouse,IF_8BE08C08
,,,,,,"206.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=250 GB|Accessories=NONE,IF_892FB662
,,,,,,"219.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=250 GB|Accessories=RGB Keyboard & Mouse,IF_AABB427E
,,,,,,"260.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=500 GB|Accessories=NONE,IF_875B654F
,,,,,,"270.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=500 GB|Accessories=RGB Keyboard & Mouse,IF_A6CD9766
,,,,,,"292.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=1 TB|Accessories=NONE,IF_725D8823
,,,,,,"303.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=1 TB|Accessories=RGB Keyboard & Mouse,IF_E1299351
Revise,"PC Desktops & All-In-Ones (179)","396870525290","DELL OptiPlex Desktop PC i7,Up to 32GB RAM, 1TB NVME SSD,Windows 10/11,Wifi+BT","US","USD",,,,,Operating System=Windows 10 Pro;Windows 11 Pro|RAM Size=8 GB;16 GB;32 GB|SSD Capacity=256 GB;512 GB;1 TB,33769129
,,,,,,"146.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=256 GB,BYD-YFD-VTQ
,,,,,,"185.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=512 GB,BYD-YFD-VTQ-1
,,,,,,"219.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=1 TB,BYD-YFD-VTQ-2
,,,,,,"165.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=256 GB,BYD-YFD-VTQ-3
,,,,,,"190.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=512 GB,BYD-YFD-VTQ-4
,,,,,,"240.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=1 TB,BYD-YFD-VTQ-5
,,,,,,"211.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=256 GB,BYD-YFD-VTQ-6
,,,,,,"225.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=512 GB,BYD-YFD-VTQ-7
,,,,,,"268.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=1 TB,BYD-YFD-VTQ-8
,,,,,,"154.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=256 GB,BYD-YFD-VTQ-9
,,,,,,"196.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=512 GB,BYD-YFD-VTQ-10
,,,,,,"230.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=1 TB,BYD-YFD-VTQ-11
,,,,,,"192.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=256 GB,BYD-YFD-VTQ-12
,,,,,,"210.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=512 GB,BYD-YFD-VTQ-13
,,,,,,"250.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=1 TB,BYD-YFD-VTQ-14
,,,,,,"222.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=256 GB,BYD-YFD-VTQ-15
,,,,,,"235.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=512 GB,BYD-YFD-VTQ-16
,,,,,,"278.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=1 TB,BYD-YFD-VTQ-17
Revise,"PC Desktops & All-In-Ones (179)","396890189364","HP Desktop Computer PC i7, up to 32GB RAM, 2TB SSD, Windows 11/10, i7/i5, WiFi","US","USD",,,,,Processor=Intel Core i5;Intel Core i7|Operating System=Windows 10 Pro;Windows 11 Pro|RAM Size=8 GB;16 GB;32 GB|SSD Capacity=128 GB;256 GB;512 GB;1 TB;2 TB,33782616
,,,,,,"135.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=128 GB,95S-EDV-07P
,,,,,,"145.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=256 GB,95S-EDV-07P-1
,,,,,,"155.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=512 GB,95S-EDV-07P-2
,,,,,,"205.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=1 TB,95S-EDV-07P-3
,,,,,,"305.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=2 TB,95S-EDV-07P-4
,,,,,,"165.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=128 GB,95S-EDV-07P-5
,,,,,,"175.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=256 GB,95S-EDV-07P-6
,,,,,,"195.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=512 GB,95S-EDV-07P-7
,,,,,,"225.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=1 TB,95S-EDV-07P-8
,,,,,,"315.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=2 TB,95S-EDV-07P-9
,,,,,,"165.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=128 GB,95S-EDV-07P-10
,,,,,,"175.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=256 GB,95S-EDV-07P-11
,,,,,,"195.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=512 GB,95S-EDV-07P-12
,,,,,,"225.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=1 TB,95S-EDV-07P-13
,,,,,,"342.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=2 TB,95S-EDV-07P-14
,,,,,,"148.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=128 GB,95S-EDV-07P-15
,,,,,,"165.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=256 GB,95S-EDV-07P-16
,,,,,,"195.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=512 GB,95S-EDV-07P-17
,,,,,,"235.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=1 TB,95S-EDV-07P-18
,,,,,,"310.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=2 TB,95S-EDV-07P-19
,,,,,,"165.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=128 GB,95S-EDV-07P-20
,,,,,,"175.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=256 GB,95S-EDV-07P-21
,,,,,,"210.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=512 GB,95S-EDV-07P-22
,,,,,,"255.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=1 TB,95S-EDV-07P-23
,,,,,,"345.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=2 TB,95S-EDV-07P-24
,,,,,,"168.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=128 GB,95S-EDV-07P-25
,,,,,,"208.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=256 GB,95S-EDV-07P-26
,,,,,,"215.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=512 GB,95S-EDV-07P-27
,,,,,,"259.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=1 TB,95S-EDV-07P-28
,,,,,,"325.25",,"10","Variation",Processor=Intel Core i5|Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=2 TB,95S-EDV-07P-29
,,,,,,"145.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=128 GB,95S-EDV-07P-30
,,,,,,"155.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=256 GB,95S-EDV-07P-31
,,,,,,"165.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=512 GB,95S-EDV-07P-32
,,,,,,"215.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=1 TB,95S-EDV-07P-33
,,,,,,"289.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=2 TB,95S-EDV-07P-34
,,,,,,"175.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=128 GB,95S-EDV-07P-35
,,,,,,"195.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=256 GB,95S-EDV-07P-36
,,,,,,"210.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=512 GB,95S-EDV-07P-37
,,,,,,"235.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=1 TB,95S-EDV-07P-38
,,,,,,"320.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=2 TB,95S-EDV-07P-39
,,,,,,"165.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=128 GB,95S-EDV-07P-40
,,,,,,"185.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=256 GB,95S-EDV-07P-41
,,,,,,"215.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=512 GB,95S-EDV-07P-42
,,,,,,"265.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=1 TB,95S-EDV-07P-43
,,,,,,"340.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=2 TB,95S-EDV-07P-44
,,,,,,"155.25",,"9","Variation",Processor=Intel Core i7|Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=128 GB,95S-EDV-07P-45
,,,,,,"165.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=256 GB,95S-EDV-07P-46
,,,,,,"175.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=512 GB,95S-EDV-07P-47
,,,,,,"230.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=1 TB,95S-EDV-07P-48
,,,,,,"310.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=2 TB,95S-EDV-07P-49
,,,,,,"185.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=128 GB,95S-EDV-07P-50
,,,,,,"205.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=256 GB,95S-EDV-07P-51
,,,,,,"205.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=512 GB,95S-EDV-07P-52
,,,,,,"245.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=1 TB,95S-EDV-07P-53
,,,,,,"330.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=2 TB,95S-EDV-07P-54
,,,,,,"178.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=128 GB,95S-EDV-07P-55
,,,,,,"195.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=256 GB,95S-EDV-07P-56
,,,,,,"220.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=512 GB,95S-EDV-07P-57
,,,,,,"280.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=1 TB,95S-EDV-07P-58
,,,,,,"360.25",,"10","Variation",Processor=Intel Core i7|Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=2 TB,95S-EDV-07P-59
Revise,"PC Desktops & All-In-Ones (179)","396893719312","HP Desktop Computer PC i5 up to 32GB RAM 1TB NVMe m.2 SSD, Windows10 or 11, WiFi","US","USD",,,,,Operating System=Windows 10 Pro;Windows 11 Pro|RAM Size=8 GB;16 GB;32 GB|SSD Capacity=128 GB;256 GB;512 GB;1 TB,33782674
,,,,,,"99.0",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=128 GB,9EF-3G1-JIV
,,,,,,"129.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=256 GB,9EF-3G1-JIV-1
,,,,,,"165.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=512 GB,9EF-3G1-JIV-2
,,,,,,"205.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=1 TB,9EF-3G1-JIV-3
,,,,,,"119.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=128 GB,9EF-3G1-JIV-4
,,,,,,"147.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=256 GB,9EF-3G1-JIV-5
,,,,,,"185.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=512 GB,9EF-3G1-JIV-6
,,,,,,"225.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=1 TB,9EF-3G1-JIV-7
,,,,,,"139.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=128 GB,9EF-3G1-JIV-8
,,,,,,"165.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=256 GB,9EF-3G1-JIV-9
,,,,,,"205.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=512 GB,9EF-3G1-JIV-10
,,,,,,"245.25",,"10","Variation",Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=1 TB,9EF-3G1-JIV-11
,,,,,,"105.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=128 GB,9EF-3G1-JIV-12
,,,,,,"135.29",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=256 GB,9EF-3G1-JIV-13
,,,,,,"175.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=512 GB,9EF-3G1-JIV-14
,,,,,,"215.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=1 TB,9EF-3G1-JIV-15
,,,,,,"130.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=128 GB,9EF-3G1-JIV-16
,,,,,,"155.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=256 GB,9EF-3G1-JIV-17
,,,,,,"195.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=512 GB,9EF-3G1-JIV-18
,,,,,,"235.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=1 TB,9EF-3G1-JIV-19
,,,,,,"147.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=128 GB,9EF-3G1-JIV-20
,,,,,,"175.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=256 GB,9EF-3G1-JIV-21
,,,,,,"215.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=512 GB,9EF-3G1-JIV-22
,,,,,,"255.25",,"10","Variation",Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=1 TB,9EF-3G1-JIV-23
Revise,"PC Desktops & All-In-Ones (179)","396899898171","HP Desktop Computer PC i5/i7, up to 32GB RAM Up to 1TB SSD, Windows 11/10 Pro","US","USD",,,,,Processor=Intel Core i5 7th Gen.;Intel Core i7 7th Gen.|Operating System=Windows 10 Pro;Windows 11 Pro|RAM Size=8 GB;16 GB;32 GB|Hard Drive Capacity=256GB (SSD);512GB (SSD);1TB (SSD),33793136
,,,,,,"139.45",,"10","Variation",Processor=Intel Core i5 7th Gen.|Operating System=Windows 10 Pro|RAM Size=8 GB|Hard Drive Capacity=256GB (SSD),4XD-HC8-YC8-4-1
,,,,,,"159.45",,"10","Variation",Processor=Intel Core i5 7th Gen.|Operating System=Windows 10 Pro|RAM Size=8 GB|Hard Drive Capacity=512GB (SSD),4XD-HC8-YC8-5
,,,,,,"189.45",,"10","Variation",Processor=Intel Core i5 7th Gen.|Operating System=Windows 10 Pro|RAM Size=8 GB|Hard Drive Capacity=1TB (SSD),4XD-HC8-YC8-6
,,,,,,"206.45",,"10","Variation",Processor=Intel Core i5 7th Gen.|Operating System=Windows 10 Pro|RAM Size=16 GB|Hard Drive Capacity=256GB (SSD),4XD-HC8-YC8-11
,,,,,,"220.45",,"10","Variation",Processor=Intel Core i5 7th Gen.|Operating System=Windows 10 Pro|RAM Size=16 GB|Hard Drive Capacity=512GB (SSD),4XD-HC8-YC8-12
,,,,,,"256.45",,"10","Variation",Processor=Intel Core i5 7th Gen.|Operating System=Windows 10 Pro|RAM Size=16 GB|Hard Drive Capacity=1TB (SSD),4XD-HC8-YC8-13
,,,,,,"209.45",,"10","Variation",Processor=Intel Core i5 7th Gen.|Operating System=Windows 10 Pro|RAM Size=32 GB|Hard Drive Capacity=256GB (SSD),4XD-HC8-YC8-18
,,,,,,"240.45",,"10","Variation",Processor=Intel Core i5 7th Gen.|Operating System=Windows 10 Pro|RAM Size=32 GB|Hard Drive Capacity=512GB (SSD),4XD-HC8-YC8-19
,,,,,,"280.45",,"10","Variation",Processor=Intel Core i5 7th Gen.|Operating System=Windows 10 Pro|RAM Size=32 GB|Hard Drive Capacity=1TB (SSD),4XD-HC8-YC8-20
,,,,,,"144.45",,"10","Variation",Processor=Intel Core i5 7th Gen.|Operating System=Windows 11 Pro|RAM Size=8 GB|Hard Drive Capacity=256GB (SSD),4XD-HC8-YC8-25
,,,,,,"160.45",,"10","Variation",Processor=Intel Core i5 7th Gen.|Operating System=Windows 11 Pro|RAM Size=8 GB|Hard Drive Capacity=512GB (SSD),4XD-HC8-YC8-26
,,,,,,"195.45",,"10","Variation",Processor=Intel Core i5 7th Gen.|Operating System=Windows 11 Pro|RAM Size=8 GB|Hard Drive Capacity=1TB (SSD),4XD-HC8-YC8-27
,,,,,,"210.45",,"10","Variation",Processor=Intel Core i5 7th Gen.|Operating System=Windows 11 Pro|RAM Size=16 GB|Hard Drive Capacity=256GB (SSD),4XD-HC8-YC8-32
,,,,,,"220.45",,"10","Variation",Processor=Intel Core i5 7th Gen.|Operating System=Windows 11 Pro|RAM Size=16 GB|Hard Drive Capacity=512GB (SSD),4XD-HC8-YC8-33
,,,,,,"260.45",,"10","Variation",Processor=Intel Core i5 7th Gen.|Operating System=Windows 11 Pro|RAM Size=16 GB|Hard Drive Capacity=1TB (SSD),4XD-HC8-YC8-34
,,,,,,"214.45",,"10","Variation",Processor=Intel Core i5 7th Gen.|Operating System=Windows 11 Pro|RAM Size=32 GB|Hard Drive Capacity=256GB (SSD),4XD-HC8-YC8-39
,,,,,,"245.45",,"10","Variation",Processor=Intel Core i5 7th Gen.|Operating System=Windows 11 Pro|RAM Size=32 GB|Hard Drive Capacity=512GB (SSD),4XD-HC8-YC8-40
,,,,,,"280.45",,"10","Variation",Processor=Intel Core i5 7th Gen.|Operating System=Windows 11 Pro|RAM Size=32 GB|Hard Drive Capacity=1TB (SSD),4XD-HC8-YC8-41
,,,,,,"190.45",,"10","Variation",Processor=Intel Core i7 7th Gen.|Operating System=Windows 10 Pro|RAM Size=8 GB|Hard Drive Capacity=256GB (SSD),4XD-HC8-YC8-46
,,,,,,"225.45",,"10","Variation",Processor=Intel Core i7 7th Gen.|Operating System=Windows 10 Pro|RAM Size=8 GB|Hard Drive Capacity=512GB (SSD),4XD-HC8-YC8-47
