Action,Category name,Item number,Title,Listing site,Currency,Start price,Buy It Now price,Available quantity,Relationship,Relationship details,Custom label (SKU),Cost
,,,,,,231.25,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=500 GB|Accessories=NONE,J8T-P82-FEB-12,116.5
,,,,,,241.25,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=500 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-13,116.5
,,,,,,272.25,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=NONE,J8T-P82-FEB-14,
,,,,,,282.25,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-15,
,,,,,,184.25,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=128 GB|Accessories=NONE,J8T-P82-FEB-16,98.5
,,,,,,194.25,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=128 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-17,
,,,,,,213.25,,9.0,Variation,Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=250 GB|Accessories=NONE,J8T-P82-FEB-18,109.5
,,,,,,223.25,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=250 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-19,122.5
,,,,,,172.25,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=250 GB|Accessories=NONE,J8T-P82-FEB-2,62.5
,,,,,,257.25,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=500 GB|Accessories=NONE,J8T-P82-FEB-20,119.5
,,,,,,267.25,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=500 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-21,
,,,,,,300.25,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=1 TB|Accessories=NONE,J8T-P82-FEB-22,139.5
,,,,,,310.25,,9.0,Variation,Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=1 TB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-23,152.5
,,,,,,125.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=128 GB|Accessories=NONE,J8T-P82-FEB-24,
,,,,,,135.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=128 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-25,
,,,,,,162.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=250 GB|Accessories=NONE,J8T-P82-FEB-26,
,,,,,,172.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=250 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-27,
,,,,,,204.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=500 GB|Accessories=NONE,J8T-P82-FEB-28,
,,,,,,214.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=500 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-29,
,,,,,,182.25,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=250 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-3,
,,,,,,247.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=NONE,J8T-P82-FEB-30,
,,,,,,257.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-31,
,,,,,,147.25,,9.0,Variation,Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=128 GB|Accessories=NONE,J8T-P82-FEB-32,82.5
,,,,,,157.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=128 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-33,
,,,,,,177.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=250 GB|Accessories=NONE,J8T-P82-FEB-34,89.5
,,,,,,187.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=250 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-35,99.5
,,,,,,220.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=500 GB|Accessories=NONE,J8T-P82-FEB-36,
,,,,,,232.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=500 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-37,
,,,,,,264.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=NONE,J8T-P82-FEB-38,
,,,,,,274.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-39,137.5
,,,,,,213.25,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=500 GB|Accessories=NONE,J8T-P82-FEB-4,
,,,,,,172.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=128 GB|Accessories=NONE,J8T-P82-FEB-40,
,,,,,,183.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=128 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-41,
,,,,,,203.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=250 GB|Accessories=NONE,J8T-P82-FEB-42,
,,,,,,216.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=250 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-43,
,,,,,,257.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=500 GB|Accessories=NONE,J8T-P82-FEB-44,119.5
,,,,,,267.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=500 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-45,
,,,,,,289.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=1 TB|Accessories=NONE,J8T-P82-FEB-46,139.5
,,,,,,300.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=1 TB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-47,152.5
,,,,,,222.25,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=500 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-5,
,,,,,,255.25,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=NONE,J8T-P82-FEB-6,
,,,,,,266.25,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-7,
,,,,,,157.25,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=128 GB|Accessories=NONE,J8T-P82-FEB-8,
,,,,,,167.25,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=128 GB|Accessories=RGB Keyboard & Mouse,J8T-P82-FEB-9,95.5
Revise,Barcode Scanners (46706),396998982702.0,Alacrity Upgraded 2D Industrial Barcode Scanner w/Wireless Charging Stand Orange,US,USD,48.99,,2.0,,,LET-09A-XAY,
,,,,,,162.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=256 GB|Accessories=NONE,NG72-LZ0-CPEW5,
Revise,PC Desktops & All-In-Ones (179),396983853237.0,Lenovo ThinkCentre M710q tiny i5-7500T 2.7ghz 16GB RAM 256GB SSD Windows 11,US,USD,150.0,,0.0,,,NG72-LZ0-CPEW5,
,,,,,,165.75,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=256 GB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-1,
,,,,,,196.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=256 GB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-10,
,,,,,,202.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=256 GB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-11,
,,,,,,191.56,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=512 GB|Accessories=NONE,NG72-LZ0-CPEW5-12,
,,,,,,205.75,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=512 GB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-13,
,,,,,,253.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=512 GB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-14,
,,,,,,239.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=NONE,NG72-LZ0-CPEW5-15,
,,,,,,247.75,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-16,
,,,,,,253.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-17,
,,,,,,200.75,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=256 GB|Accessories=NONE,NG72-LZ0-CPEW5-18,
,,,,,,205.45,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=256 GB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-19,
,,,,,,171.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=256 GB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-2,
,,,,,,210.75,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=256 GB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-20,
,,,,,,242.75,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=512 GB|Accessories=NONE,NG72-LZ0-CPEW5-21,
,,,,,,248.45,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=512 GB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-22,
,,,,,,252.75,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=512 GB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-23,
,,,,,,287.75,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=1 TB|Accessories=NONE,NG72-LZ0-CPEW5-24,
,,,,,,294.75,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=1 TB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-25,
,,,,,,298.75,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=32 GB|SSD Capacity=1 TB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-26,
,,,,,,174.45,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=256 GB|Accessories=NONE,NG72-LZ0-CPEW5-27,
,,,,,,178.75,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=256 GB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-28,
,,,,,,184.75,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=256 GB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-29,
,,,,,,183.0,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=512 GB|Accessories=NONE,NG72-LZ0-CPEW5-3,
,,,,,,194.75,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=512 GB|Accessories=NONE,NG72-LZ0-CPEW5-30,
,,,,,,202.25,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=512 GB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-31,
,,,,,,207.25,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=512 GB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-32,
,,,,,,225.45,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=NONE,NG72-LZ0-CPEW5-33,
,,,,,,235.75,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-34,
,,,,,,241.55,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-35,
,,,,,,187.75,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=256 GB|Accessories=NONE,NG72-LZ0-CPEW5-36,
,,,,,,194.75,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=256 GB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-37,
,,,,,,197.75,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=256 GB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-38,
,,,,,,202.55,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=512 GB|Accessories=NONE,NG72-LZ0-CPEW5-39,
,,,,,,196.75,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=512 GB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-4,
,,,,,,211.55,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=512 GB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-40,
,,,,,,220.55,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=512 GB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-41,
,,,,,,245.75,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=NONE,NG72-LZ0-CPEW5-42,
,,,,,,254.45,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-43,
,,,,,,262.45,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=16 GB|SSD Capacity=1 TB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-44,
,,,,,,212.25,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=256 GB|Accessories=NONE,NG72-LZ0-CPEW5-45,
,,,,,,222.25,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=256 GB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-46,
,,,,,,227.25,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=256 GB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-47,
,,,,,,258.75,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=512 GB|Accessories=NONE,NG72-LZ0-CPEW5-48,
,,,,,,265.45,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=512 GB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-49,
,,,,,,199.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=512 GB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-5,
,,,,,,268.75,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=512 GB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-50,
,,,,,,298.45,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=1 TB|Accessories=NONE,NG72-LZ0-CPEW5-51,
,,,,,,306.55,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=1 TB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-52,
,,,,,,308.45,,10.0,Variation,Operating System=Windows 11 Pro|RAM Size=32 GB|SSD Capacity=1 TB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-53,
,,,,,,217.15,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=NONE,NG72-LZ0-CPEW5-6,
,,,,,,230.75,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=HDMI Cable,NG72-LZ0-CPEW5-7,
,,,,,,236.15,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=8 GB|SSD Capacity=1 TB|Accessories=Keyboard & Mouse,NG72-LZ0-CPEW5-8,
,,,,,,178.25,,10.0,Variation,Operating System=Windows 10 Pro|RAM Size=16 GB|SSD Capacity=256 GB|Accessories=NONE,NG72-LZ0-CPEW5-9,
,,,,,,280.25,,10.0,Variation,RAM Size=32 GB|Hard Drive Capacity=512 GB|Operating System=Windows 11 Pro,O2E-15E-KAH,
,,,,,,245.25,,10.0,Variation,RAM Size=32 GB|Hard Drive Capacity=256 GB|Operating System=Windows 11 Pro,PR5-9KA-919,
,,,,,,,,,,,PYR5_In2_16_50_Wi2,34.5
,,,,,,,,,,,PYR5_In2_16_51_Wi2,59.5
,,,,,,,,,,,PYR5_In2_32_51_Wi2,75.5
,,,,,,,,,,,PYR5_In3_16_1 _Wi2,80.5
,,,,,,,,,,,PYR5_In3_16_1T_Wi2,45.5
,,,,,,,,,,,PYR5_In3_16_25_Wi2,45.5
,,,,,,,,,,,PYR5_In3_16_50_Wi2,34.5
,,,,,,,,,,,PYR5_In3_16_51_Wi,59.5
,,,,,,,,,,,PYR5_In3_16_51_Wi2,59.5
,,,,,,,,,,,PYR5_In3_32_1 _Wi,96.5
,,,,,,,,,,,PYR5_In3_32_1 _Wi2,95.5
,,,,,,,,,,,PYR5_In3_32_1T_Wi2,60.5
,,,,,,,,,,,PYR5_In3_32_51_Wi2,75.5
,,,,,,,,,,,PYR5_In3_8G_50_Wi2,25.5
,,,,,,,,,,,PYR5_In_8G_25_Wi,37.5
,,,,,,,,,,,PYR5_In_8G_4T_Wi2,8.5
,,,,,,,,,,,PYR5_In_8G_50_Wi,26.5
,,,,,,,,,,,PYR5_In_8G_50_Wi2,44.5
,,,,,,,,,,,QO3L-BEZ-19L07,69.5
Revise,Monitors (80053),396960920288.0,"Dell 22″ Widescreen LCD Monitor – 1680×1050/1080p, Includes Stand & VGA Cable",US,USD,58.53,,10.0,,,QZI-9UU-PUJ,
,,,,,,310.25,,10.0,Variation,RAM Size=32 GB|Hard Drive Capacity=1TB|Operating System=Windows 10 Pro,T3E-HA6-EGP,
,,,,,,292.25,,10.0,Variation,Operating System=Windows 11|Memory=8GB|Storage=512GB SSD|Accessories=NONE,URH-CNA-DBR-10,
,,,,,,342.25,,10.0,Variation,Operating System=Windows 11|Memory=8GB|Storage=1TB SSD|Accessories=NONE,URH-CNA-DBR-12,
,,,,,,275.25,,10.0,Variation,Operating System=Windows 11|Memory=16GB|Storage=256GB SSD|Accessories=NONE,URH-CNA-DBR-22,
,,,,,,299.25,,10.0,Variation,Operating System=Windows 11|Memory=16GB|Storage=512GB SSD|Accessories=NONE,URH-CNA-DBR-24,
,,,,,,367.25,,10.0,Variation,Operating System=Windows 11|Memory=16GB|Storage=1TB SSD|Accessories=NONE,URH-CNA-DBR-26,
,,,,,,337.25,,10.0,Variation,Operating System=Windows 11|Memory=32GB|Storage=256GB SSD|Accessories=NONE,URH-CNA-DBR-36,
,,,,,,362.25,,10.0,Variation,Operating System=Windows 11|Memory=32GB|Storage=512GB SSD|Accessories=NONE,URH-CNA-DBR-38,
,,,,,,417.25,,10.0,Variation,Operating System=Windows 11|Memory=32GB|Storage=1TB SSD|Accessories=NONE,URH-CNA-DBR-40,
,,,,,,202.25,,10.0,Variation,Operating System=Windows 10|Memory=8GB|Storage=256GB SSD|Accessories=NONE,URH-CNA-DBR-50,
,,,,,,221.25,,10.0,Variation,Operating System=Windows 10|Memory=8GB|Storage=512GB SSD|Accessories=NONE,URH-CNA-DBR-52,
,,,,,,262.25,,10.0,Variation,Operating System=Windows 10|Memory=8GB|Storage=1TB SSD|Accessories=NONE,URH-CNA-DBR-54,
,,,,,,232.25,,10.0,Variation,Operating System=Windows 10|Memory=16GB|Storage=256GB SSD|Accessories=NONE,URH-CNA-DBR-64,
,,,,,,257.25,,10.0,Variation,Operating System=Windows 10|Memory=16GB|Storage=512GB SSD|Accessories=NONE,URH-CNA-DBR-66,
,,,,,,322.25,,10.0,Variation,Operating System=Windows 10|Memory=16GB|Storage=1TB SSD|Accessories=NONE,URH-CNA-DBR-68,
,,,,,,302.25,,10.0,Variation,Operating System=Windows 10|Memory=32GB|Storage=256GB SSD|Accessories=NONE,URH-CNA-DBR-78,
,,,,,,251.25,,10.0,Variation,Operating System=Windows 11|Memory=8GB|Storage=256GB SSD|Accessories=NONE,URH-CNA-DBR-8,
,,,,,,323.25,,10.0,Variation,Operating System=Windows 10|Memory=32GB|Storage=512GB SSD|Accessories=NONE,URH-CNA-DBR-80,
,,,,,,407.25,,10.0,Variation,Operating System=Windows 10|Memory=32GB|Storage=1TB SSD|Accessories=NONE,URH-CNA-DBR-82,
,,,,,,275.25,,10.0,Variation,RAM Size=32 GB|Hard Drive Capacity=512 GB|Operating System=Windows 10 Pro,VKJ-3H8-EZZ,
,,,,,,315.25,,10.0,Variation,RAM Size=32 GB|Hard Drive Capacity=1TB|Operating System=Windows 11 Pro,WY1-1FI-Z5F,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
